genes EntrezGene logFC logCPM LR PValue FDR
ENSG00000261701.6 ENSG00000261701.6 HPR -1.99447316829216 -1.91330403864943 21.0811413525008 4.40239532316796e-06 0.00437411326836458
ENSG00000060566.13 ENSG00000060566.13 CREB3L3 -2.41407073013385 -0.0414479061095954 20.9968634517657 4.60035889606853e-06 0.00443636963189103
ENSG00000084674.14 ENSG00000084674.14 APOB -1.42739801607143 -0.379803652999051 20.6395257112753 5.54396529427878e-06 0.00519358668768036
ENSG00000118137.9 ENSG00000118137.9 APOA1 -1.52644953254212 -0.176151209887327 20.2677169185552 6.73270835932213e-06 0.00613200115792928
ENSG00000253674.1 ENSG00000253674.1 IGHVII-78-1 1.99981800657949 -4.35748061963022 19.9665997297288 7.8806790189991e-06 0.00698355955878223
ENSG00000103044.10 ENSG00000103044.10 HAS3 -0.790223763562858 1.52430154898617 19.7668461102341 8.74871469288516e-06 0.00754875940395575
ENSG00000175197.11 ENSG00000175197.11 DDIT3 -0.894239117920941 3.96623688828234 19.628868356043 9.40375771701276e-06 0.00790590789808755
ENSG00000158874.11 ENSG00000158874.11 APOA2 -1.7382539465938 -1.47584712054363 19.2462636487923 1.14895017087591e-05 0.0094179445506698
ENSG00000232091.1 ENSG00000232091.1 PNLIPP1 -1.87046243846073 0.446808416552107 19.0401916609768 1.27993955787143e-05 0.0102357702984118
ENSG00000167580.7 ENSG00000167580.7 AQP2 -2.01318953453981 -1.8965046805987 18.867016087156 1.40155231193681e-05 0.0109414517151867
ENSG00000179148.9 ENSG00000179148.9 ALOXE3 -1.51032984488827 -2.04350501185024 18.6298811250831 1.58713299335298e-05 0.0121020736246645
ENSG00000143549.19 ENSG00000143549.19 TPM3 -0.635953873333309 6.7810303403404 18.485723675686 1.71181771838218e-05 0.0127561543977988
ENSG00000105538.9 ENSG00000105538.9 RASIP1 -0.96304256324236 5.21969974855322 18.3709797147645 1.81806002286967e-05 0.0129588156586632
ENSG00000091428.17 ENSG00000091428.17 RAPGEF4 0.554612775979118 2.63310428763482 18.2715323284152 1.91548395292191e-05 0.013362742095405
ENSG00000152578.12 ENSG00000152578.12 GRIA4 0.880504450338385 0.484159454814618 17.8097554343423 2.44128347947456e-05 0.0166760005677108
ENSG00000282420.1 ENSG00000282420.1 TRBJ1-2 3.69819621557165 -3.60352655842579 17.5367932038737 2.81801308004261e-05 0.0188565332384566
ENSG00000131781.12 ENSG00000131781.12 FMO5 0.802260815288031 4.23825864649584 17.3894494527743 3.04511597012589e-05 0.0199686524856975
ENSG00000160868.14 ENSG00000160868.14 CYP3A4 2.50203155417947 3.98527153093564 17.2119687644564 3.34323408004774e-05 0.0214937174542364
ENSG00000144406.18 ENSG00000144406.18 UNC80 0.613778339161214 2.08023735579111 17.0418531623918 3.65649106721091e-05 0.0226205715305116
ENSG00000119973.5 ENSG00000119973.5 PRLHR 1.3830786977104 -0.686918000542032 16.9367760805527 3.86455829983342e-05 0.0231794113730663
ENSG00000255974.7 ENSG00000255974.7 CYP2A6 -1.34975887103817 -2.89356072784392 16.9251914114252 3.88821405855388e-05 0.0231794113730663
ENSG00000121797.9 ENSG00000121797.9 CCRL2 0.989770685240624 0.35212799121758 16.8340217086498 4.07953473373911e-05 0.0238856758660425
ENSG00000122176.10 ENSG00000122176.10 FMOD -0.797592236629433 4.92992258549104 16.6892437047673 4.40299380870687e-05 0.0249250034818911
ENSG00000152254.10 ENSG00000152254.10 G6PC2 0.937725784001943 4.00101661169496 16.6866218772196 4.4090832071175e-05 0.0249250034818911
ENSG00000188257.10 ENSG00000188257.10 PLA2G2A -1.54886976764078 3.19800113298414 16.5502189719551 4.73785146620796e-05 0.0263296057413604
ENSG00000263639.5 ENSG00000263639.5 MSMB 2.71194805487882 -0.979501349299301 16.4381472596033 5.02634670307689e-05 0.0274673092834142
ENSG00000092621.11 ENSG00000092621.11 PHGDH -0.605781515958717 6.44125682126134 16.3035221692492 5.39635545179671e-05 0.0285380165408888
ENSG00000260135.6 ENSG00000260135.6 MMP2-AS1 2.12536933217714 -2.76646114302518 16.2638307847803 5.51058612712185e-05 0.0286795393549319
ENSG00000113600.10 ENSG00000113600.10 C9 -2.01432336569379 -2.75772676612049 16.1191408272559 5.94798344896225e-05 0.0304722627069647
ENSG00000160181.8 ENSG00000160181.8 TFF2 2.66787743332392 3.55307158713098 16.0042411949925 6.32007433845152e-05 0.0313450055474905
ENSG00000145692.14 ENSG00000145692.14 BHMT -1.07934873784966 -2.28747007545479 15.9880422600497 6.37438338930538e-05 0.0313450055474905
ENSG00000137875.4 ENSG00000137875.4 BCL2L10 -0.821836976425929 -1.48848342714444 15.9789315831816 6.40513410906997e-05 0.0313450055474905
ENSG00000188290.10 ENSG00000188290.10 HES4 -0.587408915119054 2.55388515729266 15.7897960285987 7.07832258246764e-05 0.0341300060049925
ENSG00000154153.13 ENSG00000154153.13 RETREG1 -0.723410651352092 5.17055747340488 15.5780832252767 7.91669401054986e-05 0.0375456429723139
ENSG00000142512.14 ENSG00000142512.14 SIGLEC10 1.33410270710737 1.01464945352227 15.5545801218282 8.01572224003285e-05 0.0375456429723139
ENSG00000050767.15 ENSG00000050767.15 COL23A1 -1.11547945427452 -1.15615005664525 15.4775230656165 8.34922139421532e-05 0.0385569395878214
ENSG00000116761.11 ENSG00000116761.11 CTH -0.838218919550754 3.32943899584754 15.2441863974693 9.44670898526744e-05 0.0429094644045063
ENSG00000130522.5 ENSG00000130522.5 JUND -0.592359617842497 7.05280524772963 15.1972691364225 9.68433684864422e-05 0.0429094644045063
ENSG00000162772.16 ENSG00000162772.16 ATF3 -1.17428912019723 5.69305400970713 15.0786515482502 0.000103122969401536 0.0450826122765008
ENSG00000187140.5 ENSG00000187140.5 FOXD3 -1.08651691038927 -2.27017176540788 15.0319977215268 0.000105703692176082 0.0453301012461442
ENSG00000255222.1 ENSG00000255222.1 SETP17 -0.874645867715939 -3.11903695624827 15.0186465611685 0.000106454123336376 0.0453301012461442
ENSG00000159200.17 ENSG00000159200.17 RCAN1 -0.75436334487217 4.7314714217367 14.7041388484748 0.000125770019190369 0.0524869843257538
ENSG00000180210.14 ENSG00000180210.14 F2 -1.72856864207239 -2.7933497005191 14.6937791282315 0.000126463088987878 0.0524869843257538
ENSG00000152093.7 ENSG00000152093.7 CFC1B -2.09595902525407 -3.84788448425396 14.6641740830345 0.000128464946654526 0.0526513583863576
ENSG00000151224.12 ENSG00000151224.12 MAT1A -0.873401574244076 5.96473296741519 14.595142687546 0.000133257583018803 0.0532457265608057
ENSG00000130822.15 ENSG00000130822.15 PNCK -0.893741028373597 -2.01408478543137 14.5595700495383 0.000135797155592765 0.0532457265608057
ENSG00000012779.10 ENSG00000012779.10 ALOX5 0.549689018582149 4.64604577394125 14.5043190938314 0.000139838559261824 0.0532457265608057
ENSG00000101981.10 ENSG00000101981.10 F9 -2.27134121473246 -3.56115064795383 14.4834775520389 0.000141394308285185 0.0532457265608057
ENSG00000125618.16 ENSG00000125618.16 PAX8 -1.39409250804793 1.04363134626007 14.4753308096701 0.000142007161375233 0.0532457265608057
ENSG00000168298.6 ENSG00000168298.6 H1-4 -1.66967370356488 -0.209888536805503 14.4534592911631 0.000143665746943098 0.0532457265608057
ENSG00000157502.13 ENSG00000157502.13 PWWP3B 0.737475477082084 3.81670868911949 14.4454804248654 0.000144275653238151 0.0532457265608057
ENSG00000131746.12 ENSG00000131746.12 TNS4 -1.72611946635973 -0.279904646179739 14.439705455925 0.000144718718905007 0.0532457265608057
ENSG00000198744.5 ENSG00000198744.5 MTCO3P12 -1.29802576277059 2.55500256498648 14.4371168740926 0.000144917763848273 0.0532457265608057
ENSG00000198576.3 ENSG00000198576.3 ARC -0.735837209682842 -1.45107942122816 14.4211122483347 0.000146154550154706 0.0532457265608057
ENSG00000198873.11 ENSG00000198873.11 GRK5 -0.530806303921702 2.6601109393726 14.2606753340837 0.000159155500890786 0.057344951244034
ENSG00000130821.15 ENSG00000130821.15 SLC6A8 -1.22633722855597 5.28298253183169 14.1729340693726 0.000166751996376891 0.0587203856359231
ENSG00000106211.8 ENSG00000106211.8 HSPB1 -0.968672903191834 8.45634448678151 14.1550388158674 0.000168345621867048 0.0587203856359231
ENSG00000236313.1 ENSG00000236313.1 VN1R53P -1.92859030740379 -4.78002238839607 14.0115021217928 0.000181695760184027 0.0626564470569698
ENSG00000173947.13 ENSG00000173947.13 PIFO 0.735281054041436 2.40253507576443 13.975177255622 0.000185240180434199 0.0626564470569698
ENSG00000130208.9 ENSG00000130208.9 APOC1 1.23068507066554 1.80251548327014 13.9739331947164 0.000185362796282972 0.0626564470569698
ENSG00000166922.8 ENSG00000166922.8 SCG5 0.675727202130693 5.27856469652411 13.9282252189982 0.000189924958731975 0.0635434647643264
ENSG00000224858.5 ENSG00000224858.5 RPL29P11 -1.54158865211565 0.755740003172521 13.8922674631377 0.000193593305659814 0.0637508474782778
ENSG00000163586.9 ENSG00000163586.9 FABP1 -1.24256483486179 -1.77836011289303 13.884128618243 0.000194433474070629 0.0637508474782778
ENSG00000150556.16 ENSG00000150556.16 LYPD6B -0.700759036982633 2.59388763715073 13.8565052395778 0.000197312506930088 0.0639950568585411
ENSG00000186395.7 ENSG00000186395.7 KRT10 -0.637116734932829 4.39471674144618 13.8397296753527 0.000199081853103916 0.0639950568585411
ENSG00000120694.19 ENSG00000120694.19 HSPH1 -0.775979489277252 5.62268351253944 13.8094903448778 0.000202311720346715 0.0644019095798844
ENSG00000187664.8 ENSG00000187664.8 HAPLN4 0.821866749214134 -0.997022197673706 13.7455084486721 0.000209320743449289 0.0659923897713008
ENSG00000152969.17 ENSG00000152969.17 JAKMIP1 0.703967355333257 -0.82514675955418 13.6350403394346 0.000222003093921862 0.0693241661286668
ENSG00000135374.9 ENSG00000135374.9 ELF5 1.33600186321766 -0.870090448554329 13.5739429030561 0.000229347111677691 0.0698224657241105
ENSG00000105246.5 ENSG00000105246.5 EBI3 0.961000116123373 -1.0439436762235 13.5687100231971 0.000229987382524214 0.0698224657241105
ENSG00000182566.13 ENSG00000182566.13 CLEC4G -1.28257008748355 -2.43804327029338 13.505542154796 0.000237859915409079 0.0715500083158981
ENSG00000204103.3 ENSG00000204103.3 MAFB 0.504623353334524 3.71693353588669 13.3543163903981 0.000257828509252595 0.0768516469215825
ENSG00000075461.5 ENSG00000075461.5 CACNG4 0.716021827911608 -1.02060376600752 13.3314455556503 0.000260992245330815 0.0770938174766375
ENSG00000138347.15 ENSG00000138347.15 MYPN -1.11686745671905 1.05670145841711 13.1103002018493 0.000293676623893846 0.0853017396433368
ENSG00000104112.8 ENSG00000104112.8 SCG3 0.643860302622876 3.06699248647868 13.1083503175439 0.000293982450277451 0.0853017396433368
ENSG00000196415.9 ENSG00000196415.9 PRTN3 -1.66175530958544 -3.0158003692667 13.0303097595525 0.000306489850931145 0.0881507827397402
ENSG00000111452.12 ENSG00000111452.12 ADGRD1 -0.676186486118715 3.43535391854907 12.9852211364899 0.000313959257274498 0.0895138793697065
ENSG00000237352.3 ENSG00000237352.3 LINC01358 1.13512883124753 -0.506009234240808 12.9606049550674 0.000318114371182943 0.0897918853198239
ENSG00000174469.19 ENSG00000174469.19 CNTNAP2 0.844475406125208 -1.08383187560692 12.9471351427051 0.000320411448774533 0.0897918853198239
ENSG00000025423.11 ENSG00000025423.11 HSD17B6 -0.885799378331693 -2.11146203190185 12.9025866738212 0.000328128343068971 0.0911751873944526
ENSG00000070669.16 ENSG00000070669.16 ASNS -0.825929382239939 6.20925493077203 12.8479017630372 0.000337857875096488 0.0930356281572056
ENSG00000234263.1 ENSG00000234263.1 MAP3K5-AS1 -1.04305510048425 -3.68970453167998 12.8273634491218 0.000341586752641614 0.0930356281572056
ENSG00000121101.15 ENSG00000121101.15 TEX14 -0.642192908753469 -1.33466311721795 12.7697511653212 0.000352269694826143 0.0930356281572056
ENSG00000189030.9 ENSG00000189030.9 VHLL -2.54163910728041 -3.90104050147676 12.7674247298463 0.000352708090264422 0.0930356281572056
ENSG00000124507.10 ENSG00000124507.10 PACSIN1 -1.03541863674417 1.94517612006921 12.7448538900563 0.000356990028606013 0.0930356281572056
ENSG00000137204.14 ENSG00000137204.14 SLC22A7 -1.32215705794623 -3.12696953626997 12.7420596394947 0.000357523763200192 0.0930356281572056
ENSG00000127318.10 ENSG00000127318.10 IL22 -1.48329789562711 -4.82217916506889 12.6989810903302 0.000365854869301799 0.0944539327139166
ENSG00000156689.6 ENSG00000156689.6 GLYATL2 -2.1692124195746 -2.48570079567942 12.6805248054345 0.000369483850677118 0.0944980323502932
ENSG00000055957.10 ENSG00000055957.10 ITIH1 -0.980422050191974 -1.44489834920693 12.6435502086651 0.000376863614824756 0.09505080156057
ENSG00000174951.10 ENSG00000174951.10 FUT1 -0.875961999410098 6.25751343157363 12.5943907933785 0.000386906142917101 0.0968387680455414
ENSG00000164756.12 ENSG00000164756.12 SLC30A8 0.607794296155039 4.71865289183054 12.5536183310783 0.000395439868236489 0.0982248666646819
ENSG00000179593.15 ENSG00000179593.15 ALOX15B 1.33530793541083 -0.438972127917867 12.5100652250455 0.00040476547278769 0.0993665810935132
ENSG00000172482.4 ENSG00000172482.4 AGXT -1.43579553578288 -1.82521994974933 12.4818438613616 0.000410926392365854 0.0993665810935132
ENSG00000188175.9 ENSG00000188175.9 HEPACAM2 0.694234405504968 0.980015647204006 12.4794184469783 0.000411460271750496 0.0993665810935132
ENSG00000243449.6 ENSG00000243449.6 C4orf48 -0.68913812288802 1.17959247721906 12.4752993328447 0.000412368570238475 0.0993665810935132
ENSG00000188508.10 ENSG00000188508.10 KRTDAP -1.17662907482802 -0.222890411652298 12.4625661986919 0.000415189142668394 0.0993665810935132
