genes EntrezGene logFC logCPM LR PValue FDR
ENSG00000163430.11 ENSG00000163430.11 FSTL1 0.694477645800329 5.56932962934876 18.9124931768204 1.36853498605643e-05 0.00485122587360609
ENSG00000113083.13 ENSG00000113083.13 LOX 1.73410682123814 2.73511481149558 18.7573491265817 1.48450173752214e-05 0.0052038383685651
ENSG00000013297.10 ENSG00000013297.10 CLDN11 1.01668527006537 1.58045118974529 18.7166268744045 1.51654340316977e-05 0.00525773932160474
ENSG00000163431.12 ENSG00000163431.12 LMOD1 0.912806343472016 2.63994823021645 18.6184355586793 1.59669007045989e-05 0.00543787518514901
ENSG00000124575.6 ENSG00000124575.6 H1-3 3.20533466431897 -2.9334961095436 18.5910173641666 1.61982009271052e-05 0.00543787518514901
ENSG00000050165.17 ENSG00000050165.17 DKK3 0.727332290788601 3.02084075248712 18.557065735696 1.64892869919549e-05 0.00543787518514901
ENSG00000148180.19 ENSG00000148180.19 GSN 0.780424522811008 6.1251925488135 18.5346096390664 1.66846967150102e-05 0.00543787518514901
ENSG00000134326.11 ENSG00000134326.11 CMPK2 -1.04349975074458 2.05759897594012 18.5336339592888 1.66932394700992e-05 0.00543787518514901
ENSG00000019102.11 ENSG00000019102.11 VSIG2 0.908171893490064 0.542573839007994 18.5306725806755 1.67191953139388e-05 0.00543787518514901
ENSG00000148848.14 ENSG00000148848.14 ADAM12 1.42769985116615 -0.429437227965837 18.3807791195796 1.80873360932856e-05 0.00578448982048583
ENSG00000111674.8 ENSG00000111674.8 ENO2 1.17853450847672 3.13207307877252 18.3603004708297 1.82827882618392e-05 0.00578448982048583
ENSG00000196569.11 ENSG00000196569.11 LAMA2 0.819349166772014 3.67997083818368 18.3514967960088 1.83674630037761e-05 0.00578448982048583
ENSG00000131711.14 ENSG00000131711.14 MAP1B 0.805771286435689 3.1654141122934 18.3294044473325 1.85816885071115e-05 0.00578448982048583
ENSG00000167642.12 ENSG00000167642.12 SPINT2 0.706458968877963 3.24469939365725 18.3171459845199 1.87016375064045e-05 0.00578448982048583
ENSG00000204241.7 ENSG00000204241.7 LINC02731 -2.23004851016092 -2.92174791501385 18.2688248430835 1.91820844749723e-05 0.005875491098067
ENSG00000237973.1 ENSG00000237973.1 MTCO1P12 1.5322470263755 6.98109142598088 18.1749185700138 2.01515305214926e-05 0.00590049201201842
ENSG00000218336.8 ENSG00000218336.8 TENM3 -1.03082507452393 0.594315535495583 18.1666183549523 2.02395504223432e-05 0.00590049201201842
ENSG00000196924.14 ENSG00000196924.14 FLNA 0.732829580175919 7.3000008244993 18.164716118966 2.02597770872554e-05 0.00590049201201842
ENSG00000234380.1 ENSG00000234380.1 LINC01426 1.4382871375914 -0.707813053209552 18.1593610994668 2.031682666e-05 0.00590049201201842
ENSG00000156687.10 ENSG00000156687.10 UNC5D -3.52017228636772 -3.24393956653552 18.1562757260658 2.03497698643935e-05 0.00590049201201842
ENSG00000141934.9 ENSG00000141934.9 PLPP2 1.01450925158551 1.23270948895351 18.1529009825212 2.03858641893565e-05 0.00590049201201842
ENSG00000149485.18 ENSG00000149485.18 FADS1 -0.99500797783175 6.07251610877485 18.1128422438782 2.08192544304709e-05 0.00597115143660842
ENSG00000256235.1 ENSG00000256235.1 SMIM3 0.79964509775782 2.72622165388951 18.0840823195319 2.1136101727287e-05 0.00600741327382142
ENSG00000104177.17 ENSG00000104177.17 MYEF2 0.7364312530293 -0.648716296176187 18.0114073881663 2.19585185505519e-05 0.00618544019420857
ENSG00000145780.7 ENSG00000145780.7 FEM1C 0.609585355289068 4.71929682654731 17.9456184294771 2.2730707639157e-05 0.00629392223826667
ENSG00000124343.12 ENSG00000124343.12 XG -1.045146548653 0.0399980229784157 17.9335808570678 2.28749220876345e-05 0.00629392223826667
ENSG00000130821.15 ENSG00000130821.15 SLC6A8 1.27092214930304 2.97455534127996 17.9279975704863 2.29421235982334e-05 0.00629392223826667
ENSG00000102010.14 ENSG00000102010.14 BMX 0.956015169225371 -0.54017597623328 17.867460981248 2.36836132622294e-05 0.00644133030008685
ENSG00000082014.16 ENSG00000082014.16 SMARCD3 0.685106231001447 2.49497896860393 17.7456839913128 2.52489663126312e-05 0.00680837297604447
ENSG00000007384.15 ENSG00000007384.15 RHBDF1 0.527470501285792 3.54321389499838 17.7063124366622 2.57769780109677e-05 0.00689184643447476
ENSG00000220875.1 ENSG00000220875.1 H3C9P 1.92713727418077 -4.75725307073525 17.5719399085424 2.76640400070993e-05 0.0073102751391153
ENSG00000100346.17 ENSG00000100346.17 CACNA1I 1.17390902785516 -1.29849860409298 17.5622469619272 2.78054143298943e-05 0.0073102751391153
ENSG00000158186.12 ENSG00000158186.12 MRAS 0.608560036389766 2.6721086641375 17.5146951986675 2.85095587073684e-05 0.00743311629172127
ENSG00000114923.16 ENSG00000114923.16 SLC4A3 0.993228434329243 -0.321647754417341 17.4991335692445 2.87438647053788e-05 0.00743311629172127
ENSG00000085117.11 ENSG00000085117.11 CD82 -0.536660942459857 4.98859925748194 17.3112883194921 3.17296367091101e-05 0.0081385228336237
ENSG00000019144.18 ENSG00000019144.18 PHLDB1 0.606355179561418 3.64786721193818 17.2686901718024 3.24489849723576e-05 0.00825591150720088
ENSG00000186340.14 ENSG00000186340.14 THBS2 1.24516252322704 4.76438419669129 17.1861741930625 3.38893851594915e-05 0.00846390543672217
ENSG00000211650.2 ENSG00000211650.2 IGLV5-45 1.64735883712597 -0.87908897900608 17.1772692683928 3.40486221315491e-05 0.00846390543672217
ENSG00000210174.1 ENSG00000210174.1 MT-TR 1.95250725569894 -3.37612816006661 17.1760035060124 3.40713173306195e-05 0.00846390543672217
ENSG00000164674.15 ENSG00000164674.15 SYTL3 0.828604692198827 1.08589678140892 17.1565042118456 3.4422868435043e-05 0.00848443028325916
ENSG00000173930.8 ENSG00000173930.8 SLCO4C1 -1.02336600730679 2.87611358117413 17.1237739334783 3.50211755207701e-05 0.00855271339744937
ENSG00000001630.15 ENSG00000001630.15 CYP51A1 -1.17376211736224 1.83741664824551 17.1048405773947 3.53720366306288e-05 0.00855271339744937
ENSG00000178372.7 ENSG00000178372.7 CALML5 2.53211435889476 -0.224562867000303 17.0902794840793 3.56442754645119e-05 0.00855271339744937
ENSG00000124212.5 ENSG00000124212.5 PTGIS 1.03938747453033 4.10285760962406 17.0828347398372 3.57842774244292e-05 0.00855271339744937
ENSG00000137269.14 ENSG00000137269.14 LRRC1 0.892260921055504 0.261715961946025 17.0195532080115 3.69968572915394e-05 0.00872174852599409
ENSG00000197859.9 ENSG00000197859.9 ADAMTSL2 0.655615783951748 5.68948904366741 17.0171138865128 3.70444167004725e-05 0.00872174852599409
ENSG00000167077.12 ENSG00000167077.12 MEI1 0.775334753254164 -0.204263833099244 16.9699584893999 3.797597800989e-05 0.00881959540542906
ENSG00000148677.6 ENSG00000148677.6 ANKRD1 1.88505516598491 0.975806438339428 16.9678033011384 3.80191123375813e-05 0.00881959540542906
ENSG00000100234.11 ENSG00000100234.11 TIMP3 0.67108064626368 6.36479031307929 16.9513527325163 3.83499837659476e-05 0.00883141341483125
ENSG00000109452.12 ENSG00000109452.12 INPP4B 0.765848816386384 0.725595564143912 16.8931440155773 3.95441555758287e-05 0.00904042437870883
ENSG00000119280.16 ENSG00000119280.16 C1orf198 0.712755015728503 4.55583982722317 16.8102833536065 4.13088453581894e-05 0.00937591915255769
ENSG00000155265.10 ENSG00000155265.10 GOLGA7B 0.84964431136363 0.731001192228181 16.767886989333 4.22421659080759e-05 0.00951927208738491
ENSG00000140092.14 ENSG00000140092.14 FBLN5 0.889185255872757 4.98526962145437 16.7193222722754 4.33373596604578e-05 0.00965736063211052
ENSG00000158806.13 ENSG00000158806.13 NPM2 1.0211911409171 -0.454525913178025 16.7092010100026 4.35691769750264e-05 0.00965736063211052
ENSG00000211673.2 ENSG00000211673.2 IGLV3-1 1.2382701753457 1.84166638285779 16.7003353650711 4.37732597036928e-05 0.00965736063211052
ENSG00000154553.13 ENSG00000154553.13 PDLIM3 1.27328328430625 2.93317635493496 16.6558583225351 4.48116966384301e-05 0.00981780706420716
ENSG00000089472.16 ENSG00000089472.16 HEPH 0.685637970393084 1.6785001164463 16.5133406593789 4.83089750526674e-05 0.0104972205373643
ENSG00000174938.14 ENSG00000174938.14 SEZ6L2 1.06954181598722 0.0497576192088574 16.5028025182746 4.85782179611138e-05 0.0104972205373643
ENSG00000235790.7 ENSG00000235790.7 PEF1-AS1 1.39564710049276 -2.75968780405134 16.4825226687464 4.91006085394655e-05 0.0105379258422558
ENSG00000231817.7 ENSG00000231817.7 LINC01198 2.06202261035616 -4.62736722099972 16.4434909409871 5.0121981986297e-05 0.0106757588526083
ENSG00000128487.16 ENSG00000128487.16 SPECC1 0.721679157774946 1.11263841446963 16.4322677444573 5.0419603443489e-05 0.0106757588526083
ENSG00000162426.14 ENSG00000162426.14 SLC45A1 0.915345793106622 -0.956450905049975 16.3912284254453 5.15231117516188e-05 0.0107484076201838
ENSG00000204540.10 ENSG00000204540.10 PSORS1C1 1.34572453144632 -2.57998820618227 16.3883653910255 5.16009961935912e-05 0.0107484076201838
ENSG00000203697.11 ENSG00000203697.11 CAPN8 -1.32539570470599 -0.311431576452487 16.381626757088 5.17847779095357e-05 0.0107484076201838
ENSG00000070404.9 ENSG00000070404.9 FSTL3 0.950831626154023 4.48614313260652 16.3535389491106 5.25579287400048e-05 0.0107837631252294
ENSG00000159212.12 ENSG00000159212.12 CLIC6 0.95739971124953 0.785325501320591 16.3506272719003 5.26387372431877e-05 0.0107837631252294
ENSG00000142279.12 ENSG00000142279.12 WTIP 0.606469804439749 1.3654818056316 16.29512911434 5.42031022595819e-05 0.0110326043431455
ENSG00000107159.12 ENSG00000107159.12 CA9 1.44842769308642 0.221091153830171 16.2518959902223 5.54540733493602e-05 0.0112148753852498
ENSG00000074047.21 ENSG00000074047.21 GLI2 1.01707527490893 0.524521753867546 16.2063343780236 5.68038589710486e-05 0.0113298830148177
ENSG00000231579.3 ENSG00000231579.3 RPL7P21 -1.9357136934437 -3.78870371702828 16.1988170633012 5.70297174738761e-05 0.0113298830148177
ENSG00000099139.13 ENSG00000099139.13 PCSK5 0.59411834566712 1.81727644860244 16.1964802564087 5.71001109181278e-05 0.0113298830148177
ENSG00000185745.9 ENSG00000185745.9 IFIT1 -1.41327056573743 4.38492050068579 16.1618118500308 5.81547780022644e-05 0.0114083723585282
ENSG00000229344.1 ENSG00000229344.1 MTCO2P12 1.08590456468744 3.05821292296055 16.159724635635 5.82188959942639e-05 0.0114083723585282
ENSG00000171291.8 ENSG00000171291.8 ZNF439 0.657011541880041 0.381966939542179 16.112186255058 5.9698653356328e-05 0.011565159667264
ENSG00000261395.3 ENSG00000261395.3 HSPE1P5 1.93414761520541 -4.86007383661191 16.0997102659463 6.00932291830464e-05 0.011565159667264
ENSG00000240671.4 ENSG00000240671.4 IGKV1-8 1.65947373571962 -1.22714557404173 16.098906426815 6.0118741812143e-05 0.011565159667264
ENSG00000134853.11 ENSG00000134853.11 PDGFRA 0.715041358500237 4.94203021031658 16.0310871105439 6.23109261316052e-05 0.0118537046620609
ENSG00000087245.12 ENSG00000087245.12 MMP2 0.742595917258282 4.21553663789406 16.0226496373169 6.25892229594299e-05 0.0118537046620609
ENSG00000151229.12 ENSG00000151229.12 SLC2A13 -0.532500525394631 3.24089664591019 16.0179176945456 6.27458454646478e-05 0.0118537046620609
ENSG00000079459.12 ENSG00000079459.12 FDFT1 -0.799316355542091 6.652258719788 15.9799627780747 6.40164610420225e-05 0.0120217579131831
ENSG00000162409.10 ENSG00000162409.10 PRKAA2 0.78907576447843 1.36693345473625 15.9138443017668 6.6292035780151e-05 0.0123026319813411
ENSG00000168038.10 ENSG00000168038.10 ULK4 0.746445056712439 1.45701627289469 15.8597057516298 6.82157676308648e-05 0.0125124375173613
ENSG00000171509.15 ENSG00000171509.15 RXFP1 1.19260606610307 1.4031722928448 15.799185029611 7.04328395753087e-05 0.0128444257558463
ENSG00000174099.10 ENSG00000174099.10 MSRB3 0.67684215314302 2.35461861149979 15.7777445807653 7.12355423861781e-05 0.012916150153687
ENSG00000232814.2 ENSG00000232814.2 COL4A2-AS1 1.13788342952833 -3.06697675146822 15.7314686233745 7.29995618611652e-05 0.0131552189799202
ENSG00000160285.14 ENSG00000160285.14 LSS -0.877727270156714 7.0543593868004 15.6959050063617 7.4385040155701e-05 0.0131552189799202
ENSG00000137501.17 ENSG00000137501.17 SYTL2 0.84039243075094 2.99100271054897 15.6934657049284 7.44810336140262e-05 0.0131552189799202
ENSG00000026652.13 ENSG00000026652.13 AGPAT4 0.66256280938266 1.37346018528667 15.6896393653452 7.46318620942405e-05 0.0131552189799202
ENSG00000165124.17 ENSG00000165124.17 SVEP1 0.78382324224646 3.29291543402113 15.689459774041 7.46389488543444e-05 0.0131552189799202
ENSG00000136010.13 ENSG00000136010.13 ALDH1L2 0.910129308035467 -0.0888873725063208 15.6730848503753 7.52879643515111e-05 0.0131958888184768
ENSG00000113231.13 ENSG00000113231.13 PDE8B 0.768187328288731 2.10488366411498 15.6124555912018 7.77408090937171e-05 0.0134059333640904
ENSG00000203814.6 ENSG00000203814.6 H2BC18 1.56093862593833 1.75249240771136 15.5997684883157 7.8264170659893e-05 0.0134059333640904
ENSG00000188505.4 ENSG00000188505.4 NCCRP1 1.53886840884237 -1.64125240680929 15.5926670746713 7.85586601704799e-05 0.0134059333640904
ENSG00000187800.13 ENSG00000187800.13 PEAR1 0.560075694280804 3.54441310018215 15.5815615452438 7.90214334154969e-05 0.0134059333640904
ENSG00000178498.15 ENSG00000178498.15 DTX3 0.571247256677176 2.96946839172366 15.5719818990284 7.94228250156478e-05 0.0134059333640904
ENSG00000183496.5 ENSG00000183496.5 MEX3B 1.01291352561769 0.764192049027041 15.5710775350514 7.94608240858636e-05 0.0134059333640904
ENSG00000070882.12 ENSG00000070882.12 OSBPL3 0.652451949499291 1.89024279250431 15.5448250899517 8.05718929455162e-05 0.0134888868748734
ENSG00000189292.15 ENSG00000189292.15 ALKAL2 0.777883696032832 0.331709107606558 15.539302145016 8.08076205062308e-05 0.0134888868748734
ENSG00000104413.15 ENSG00000104413.15 ESRP1 1.00772998454641 -0.160740061316543 15.5260269145455 8.13770694826775e-05 0.0135124482374158
ENSG00000275342.4 ENSG00000275342.4 PRAG1 0.795609020753459 2.75216890781913 15.5149690581883 8.18544838663666e-05 0.0135205607931937
ENSG00000178597.6 ENSG00000178597.6 PSAPL1 2.24144922610022 -2.20542067821395 15.4793789219465 8.34102754891145e-05 0.0137057853198233
ENSG00000160752.14 ENSG00000160752.14 FDPS -0.782629635904426 5.74588238346785 15.4139961711959 8.63463838286669e-05 0.0141147257171534
ENSG00000100968.13 ENSG00000100968.13 NFATC4 0.713292906257367 2.79738818707982 15.4033208669499 8.68355549572511e-05 0.0141215202234346
ENSG00000111331.12 ENSG00000111331.12 OAS3 -0.848203669870579 3.96244515715319 15.3274024365429 9.03957173066802e-05 0.0145345574070273
ENSG00000240771.6 ENSG00000240771.6 ARHGEF25 0.71107968061551 1.57821506777622 15.3233751027996 9.05886279247856e-05 0.0145345574070273
